enabled,id,titre,annee,session,zone,pdf_path,sha256,notes
1,2024-jour-2-g1-24-pycj2g11v1pdf-106464,24-pycj2g11v1pdf-106464,2024,Jour 2,Centres étrangers,pdf/24-pycj2g11v1pdf-106464.pdf,5a7d8c0fea88c1ee31c8207fed1c86d02eb9147c4d40e3614fac1a52a310e79c,Code détecté (première page) : 24PYCJ2G111 ; zone=G1.
1,2024-jour-2-ja-24-pycj2ja1v1pdf-106728,24-pycj2ja1v1pdf-106728,2024,Jour 2,Asie,pdf/24-pycj2ja1v1pdf-106728.pdf,afdd51c3c2561b83ff52bfb2796bb9a3f1eb9f9e5c3900a9c1e938aebff48448,Code détecté (première page) : 24PYCJ2JA1PAG ; zone=JA.
1,2024-jour-2-me-24-pycj2me1v1-0pdf-106263-1,24-pycj2me1v1-0pdf-106263 1,2024,Jour 2,"Métropole, Mayotte, La Réunion, Antilles Guyane",pdf/24-pycj2me1v1-0pdf-106263 1.pdf,f6dae7abba099bb3ec135aa0a383a1ff4ed883491766949cc8a14e0294b81738,Code détecté (première page) : 24PYCJ2ME1PAG ; zone=ME.
1,2024-jour-2-me-24-pycj2me3pdf-110646,24-pycj2me3pdf-110646,2024,Jour 2,"Métropole, Mayotte, La Réunion, Antilles Guyane",pdf/24-pycj2me3pdf-110646.pdf,7d6d56491ba58f7655fbf5ec232e128b2bd375f9ffeb50e08b7c8de1e7eb9045,Code détecté (première page) : 24PYCJ2ME3PAG ; zone=ME.
1,2024-jour-2-po-24-pycj2po1v1pdf-106551-1,24-pycj2po1v1pdf-106551 1,2024,Jour 2,Polynésie,pdf/24-pycj2po1v1pdf-106551 1.pdf,50d87524f0dfabbd9b46118e92c07465fcfa415799604c548f93c6245751d005,Code détecté (première page) : 24PYCJ2PO1PAG ; zone=PO.
1,2025-jour-1-an-25-pycj1an1v1pdf-113058,25-pycj1an1v1pdf-113058,2025,Jour 1,Amérique du Nord,pdf/25-pycj1an1v1pdf-113058.pdf,4c8064089018ee6afe62df47205396e79135e5fb7bbb586ae0147036b33cb54e,Code détecté (première page) : 25PYCJ1AN11 ; zone=AN.
1,2025-jour-1-g1-25-pycj1g11v1-123764,25-pycj1g11v1-123764,2025,Jour 1,Centres étrangers,pdf/25-pycj1g11v1-123764.pdf,886d4eb156ff9012157d02cd37b9a7589d5e47e6ea9cf90dc77e6570d334b266,Code détecté (première page) : 25PYCJ1G111 ; zone=G1.
1,2025-jour-1-ja-25-pycj1ja1v1pdf-113127,25-pycj1ja1v1pdf-113127,2025,Jour 1,Asie,pdf/25-pycj1ja1v1pdf-113127.pdf,38d41ae6601cba5bede56fef624998189cf3d2fe3f13617af763ab98f34276cb,Code détecté (première page) : 25PYCJ1JA1PAG ; zone=JA.
1,2025-jour-1-me-25-pycj1me1v1pdf-112653,25-pycj1me1v1pdf-112653,2025,Jour 1,"Métropole, Mayotte, La Réunion, Antilles Guyane",pdf/25-pycj1me1v1pdf-112653.pdf,ad1027aecbf4ea4aa3ff6ddd80c587f08a8a8fc3e552f47a07c02a07d5372ba0,Code détecté (première page) : 25PYCJ1ME1PAG ; zone=ME.
1,2025-jour-1-me-25-pycj1me3v2pdf-120459,25-pycj1me3v2pdf-120459,2025,Jour 1,"Métropole, Mayotte, La Réunion, Antilles Guyane",pdf/25-pycj1me3v2pdf-120459.pdf,ddd7c970ca77077cf76427bb381b49bd10f579c3f6f70acc2a33ade39d93fb93,Code détecté (première page) : 25PYCJ1ME3PAG ; zone=ME.
1,2025-jour-1-nc-25-pycj1nc1-sujetv1-123719,25-pycj1nc1-sujetv1-123719,2025,Jour 1,Nouvelle-Calédonie,pdf/25-pycj1nc1-sujetv1-123719.pdf,9f8c493f2f2db1c9fc258164065d6b01b727297f1c7c0dbd76d6d231801f8e06,Code détecté (première page) : 25PYCJ1NC1PAG ; zone=NC.
1,2025-jour-1-po-25-pycj1po1v1pdf-112986,25-pycj1po1v1pdf-112986,2025,Jour 1,Polynésie,pdf/25-pycj1po1v1pdf-112986.pdf,5a5cb2652b7cb10aa8efa2b4959987cd2bae155b23eeb148ed69f6460864f5e7,Code détecté (première page) : 25PYCJ1PO1PAG ; zone=PO.
1,2025-jour-2-g1-25-pycj2g11v1-123761,25-pycj2g11v1-123761,2025,Jour 2,Centres étrangers,pdf/25-pycj2g11v1-123761.pdf,98b71b4a05f776ff3fd25a8615a42de416ecd4b96cdc1d0c62a0d49b94d43254,Code détecté (première page) : 25PYCJ2G111 ; zone=G1.
1,2025-jour-2-ja-25-pycj2ja1v1pdf-113130,25-pycj2ja1v1pdf-113130,2025,Jour 2,Asie,pdf/25-pycj2ja1v1pdf-113130.pdf,906ad50432ef329d9245a36e21e5f9a0024eca9bdbf8c899be2bf07e8d8ccdd1,Code détecté (première page) : 25PYCJ2JA1PAG ; zone=JA.
1,2025-jour-2-me-25-pycj2me1v2pdf-112656,25-pycj2me1v2pdf-112656,2025,Jour 2,"Métropole, Mayotte, La Réunion, Antilles Guyane",pdf/25-pycj2me1v2pdf-112656.pdf,349dee0943ffade6b7790eafe354381c62787674f5d9ad026dbf12203526b0ca,Code détecté (première page) : 25PYCJ2ME1PAG ; zone=ME.
1,2025-jour-2-me-25-pycj2me3v1pdf-120462,25-pycj2me3v1pdf-120462,2025,Jour 2,"Métropole, Mayotte, La Réunion, Antilles Guyane",pdf/25-pycj2me3v1pdf-120462.pdf,dd5b9c38ee64c86ce052f1cc13c81aefdc30ca46e84841c0d0ca64fd425859eb,Code détecté (première page) : 25PYCJ2ME3PAG ; zone=ME.
1,2025-jour-2-nc-25-pycj2nc1-sujetv1-123716,25-pycj2nc1-sujetv1-123716,2025,Jour 2,Nouvelle-Calédonie,pdf/25-pycj2nc1-sujetv1-123716.pdf,07cde3fe879dc6fec68053df7db2a62fd61c1b7505dc0f0fbece10e95a11772b,Code détecté (première page) : 25PYCJ2NC1PAG ; zone=NC.
1,2025-jour-2-po-25-pycj2po1v1pdf-112989,25-pycj2po1v1pdf-112989,2025,Jour 2,Polynésie,pdf/25-pycj2po1v1pdf-112989.pdf,0be6204ec0fa27268b213b321d1de55b48eea7eda39c617d1445194c1c385f4a,Code détecté (première page) : 25PYCJ2PO1PAG ; zone=PO.
0,2025-jour-2-pe-25-pycpe2v1-1-113061,25-pycpe2v1-1-113061,2025,Jour 2,Centres étrangers,pdf/25-pycpe2v1-1-113061.pdf,1cef58a048308a99d5a7c872e00b6791f6cdfb81292f807167bec9e7a4f397c6,Code non standard détecté (première page) : 25PYCPE2PAGE ; interprétation prudente zone=PE. À relire manuellement. Désactivé automatiquement le 2026-05-09 12:54:10 car présent dans pages_a_identifier.
0,2025-session-4-pe-25-pycpe4v1pdf-120495,25-pycpe4v1pdf-120495,2025,Session 4,Centres étrangers,pdf/25-pycpe4v1pdf-120495.pdf,094ac4e6858ce2c5d06d6921dd3785069670b8ec5b58093ac4751d8bec4f43f5,Code non standard détecté (première page) : 25PYCPE4PAGE ; interprétation prudente zone=PE. À relire manuellement. Désactivé automatiquement le 2026-05-09 12:54:10 car présent dans pages_a_identifier.
1,2022-jour-1-me-baccalaur-g-n-ral-2022-physique-chimie-1142450pdf-96402,baccalaur-g-n-ral-2022-physique-chimie-1142450pdf-96402,2022,Jour 1,"Métropole, Mayotte, La Réunion, Antilles Guyane",pdf/baccalaur-g-n-ral-2022-physique-chimie-1142450pdf-96402.pdf,f80dd23a4a47544c66ae53d19bc905bf24b74319b8e36d4537bbdc1a361426b2,Code détecté (première page) : 22PYCJ1ME1PAG ; zone=ME.
1,2022-jour-1-lr-baccalaur-g-n-ral-2022-physique-chimie-mayotte-santorin,baccalaur-g-n-ral-2022-physique-chimie-mayotte-santorin-jour-1-114668pdf-96066,2022,Jour 1,La Réunion,pdf/baccalaur-g-n-ral-2022-physique-chimie-mayotte-santorin-jour-1-114668pdf-96066.pdf,dd036c4a829fb920cad0a439d1ba1e21ac14743d5a7dd9964f549aef9c618c35,Code détecté (première page) : 22PYCJ1LR1PAG ; zone=LR.
1,2022-jour-2-lr-baccalaur-g-n-ral-2022-physique-chimie-mayotte-santorin,baccalaur-g-n-ral-2022-physique-chimie-mayotte-santorin-jour-2-114671pdf-96069,2022,Jour 2,La Réunion,pdf/baccalaur-g-n-ral-2022-physique-chimie-mayotte-santorin-jour-2-114671pdf-96069.pdf,22ab9deed44affe873321b02cf42914f869269c14c1c5b606ea80421e01faf9f,Code détecté (première page) : 22PYCJ2LR1PAG ; zone=LR.
1,2022-jour-1-po-baccalaur-g-n-ral-2022-physique-chimie-pf-1-114761pdf-9,baccalaur-g-n-ral-2022-physique-chimie-pf-1-114761pdf-96285,2022,Jour 1,Polynésie,pdf/baccalaur-g-n-ral-2022-physique-chimie-pf-1-114761pdf-96285.pdf,8af823ae701ac2d5079e19a1bf7b6e9db6739cd3214a02afc026409b31d34857,Code détecté (première page) : 22PYCJ1PO1PAG ; zone=PO.
1,2022-jour-2-po-baccalaur-g-n-ral-2022-physique-chimie-pf-2-114764pdf-9,baccalaur-g-n-ral-2022-physique-chimie-pf-2-114764pdf-96288,2022,Jour 2,Polynésie,pdf/baccalaur-g-n-ral-2022-physique-chimie-pf-2-114764pdf-96288.pdf,95b0c09792976d53c5b074ff5ec3111f706f8c3707de03bd46af6d00620c1c79,Code détecté (première page) : 22PYCJ2PO1PAG ; zone=PO.
